year,state_name,sector_name,fuel_name,value
1970,New Mexico,Residential carbon dioxide emissions,Coal,0.00096
1970,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,15.203568
1970,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.766892
1970,New Mexico,Residential carbon dioxide emissions,All Fuels,2.241952
1970,New Mexico,Commercial carbon dioxide emissions,Coal,0.000768
1970,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.187038
1970,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.896897
1970,New Mexico,Commercial carbon dioxide emissions,All Fuels,2.084703
1970,New Mexico,Transportation carbon dioxide emissions,Petroleum,7.531021
1970,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.739109
1970,New Mexico,Transportation carbon dioxide emissions,All Fuels,9.27013
1970,New Mexico,Electric Power carbon dioxide emissions,Coal,9.428585
1970,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.044174
1970,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.152092
1970,New Mexico,Electric Power carbon dioxide emissions,All Fuels,12.624851
1970,New Mexico,Industrial carbon dioxide emissions,Coal,0.021956
1970,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.067813
1970,New Mexico,Industrial carbon dioxide emissions,Natural Gas,6.648579
1970,New Mexico,Industrial carbon dioxide emissions,All Fuels,8.738347
1970,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,34.959984
1970,New Mexico,Total carbon dioxide emissions from all sectors,Coal,9.452269
1970,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,10.304147
1970,New Mexico,Residential carbon dioxide emissions,Petroleum,0.474101
1971,New Mexico,Residential carbon dioxide emissions,Coal,0.001056
1971,New Mexico,Residential carbon dioxide emissions,Petroleum,0.439713
1971,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.860207
1971,New Mexico,Residential carbon dioxide emissions,All Fuels,2.300977
1971,New Mexico,Commercial carbon dioxide emissions,Coal,0.001152
1971,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.184342
1971,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.938517
1971,New Mexico,Commercial carbon dioxide emissions,All Fuels,2.124012
1971,New Mexico,Transportation carbon dioxide emissions,Petroleum,7.914092
1971,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.67066
1971,New Mexico,Transportation carbon dioxide emissions,All Fuels,9.584752
1971,New Mexico,Electric Power carbon dioxide emissions,Coal,11.453548
1971,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.170596
1971,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.824481
1971,New Mexico,Electric Power carbon dioxide emissions,All Fuels,14.448625
1971,New Mexico,Industrial carbon dioxide emissions,Coal,0.023754
1971,New Mexico,Industrial carbon dioxide emissions,Petroleum,1.89117
1971,New Mexico,Industrial carbon dioxide emissions,Natural Gas,6.857815
1971,New Mexico,Industrial carbon dioxide emissions,All Fuels,8.772739
1971,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,37.231104
1971,New Mexico,Total carbon dioxide emissions from all sectors,Coal,11.47951
1971,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,10.599913
1971,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,15.151681
1972,New Mexico,Residential carbon dioxide emissions,Petroleum,0.490928
1972,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.999808
1972,New Mexico,Residential carbon dioxide emissions,All Fuels,2.490736
1972,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.200933
1972,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.868849
1972,New Mexico,Commercial carbon dioxide emissions,All Fuels,2.069782
1972,New Mexico,Transportation carbon dioxide emissions,Petroleum,8.541299
1972,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.097153
1972,New Mexico,Transportation carbon dioxide emissions,All Fuels,10.638452
1972,New Mexico,Electric Power carbon dioxide emissions,Coal,11.760573
1972,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.207101
1972,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.317567
1972,New Mexico,Electric Power carbon dioxide emissions,All Fuels,15.285242
1972,New Mexico,Industrial carbon dioxide emissions,Coal,0.015047
1972,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.245209
1972,New Mexico,Industrial carbon dioxide emissions,Natural Gas,6.934251
1972,New Mexico,Industrial carbon dioxide emissions,All Fuels,9.194507
1972,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,39.67872
1972,New Mexico,Total carbon dioxide emissions from all sectors,Coal,11.775621
1972,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,11.68547
1972,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,16.217629
1973,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,14.248095
1973,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.355191
1973,New Mexico,Residential carbon dioxide emissions,All Fuels,1.784446
1973,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.217166
1973,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.460224
1973,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.67739
1973,New Mexico,Transportation carbon dioxide emissions,Petroleum,9.072488
1973,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.685612
1973,New Mexico,Transportation carbon dioxide emissions,All Fuels,10.7581
1973,New Mexico,Electric Power carbon dioxide emissions,Coal,12.752891
1973,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.369615
1973,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.656047
1973,New Mexico,Electric Power carbon dioxide emissions,All Fuels,16.778553
1973,New Mexico,Industrial carbon dioxide emissions,Coal,0.038801
1973,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.922472
1973,New Mexico,Industrial carbon dioxide emissions,Natural Gas,6.091021
1973,New Mexico,Industrial carbon dioxide emissions,All Fuels,9.052293
1973,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,40.050783
1973,New Mexico,Total carbon dioxide emissions from all sectors,Coal,12.791692
1973,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.010996
1973,New Mexico,Residential carbon dioxide emissions,Petroleum,0.429255
1974,New Mexico,Residential carbon dioxide emissions,Petroleum,0.381594
1974,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.441243
1974,New Mexico,Residential carbon dioxide emissions,All Fuels,1.822837
1974,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.193704
1974,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.434986
1974,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.62869
1974,New Mexico,Transportation carbon dioxide emissions,Petroleum,8.949028
1974,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.840324
1974,New Mexico,Transportation carbon dioxide emissions,All Fuels,10.789353
1974,New Mexico,Electric Power carbon dioxide emissions,Coal,13.391577
1974,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.512072
1974,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.711347
1974,New Mexico,Electric Power carbon dioxide emissions,All Fuels,17.614996
1974,New Mexico,Industrial carbon dioxide emissions,Coal,0.01429
1974,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.884072
1974,New Mexico,Industrial carbon dioxide emissions,Natural Gas,5.800634
1974,New Mexico,Industrial carbon dioxide emissions,All Fuels,8.698996
1974,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,40.554872
1974,New Mexico,Total carbon dioxide emissions from all sectors,Coal,13.405867
1974,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,12.920471
1974,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,14.228534
1975,New Mexico,Residential carbon dioxide emissions,Petroleum,0.305026
1975,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.586783
1975,New Mexico,Residential carbon dioxide emissions,All Fuels,1.891809
1975,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.183021
1975,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.300209
1975,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.483231
1975,New Mexico,Transportation carbon dioxide emissions,Petroleum,9.053525
1975,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.654754
1975,New Mexico,Transportation carbon dioxide emissions,All Fuels,10.708279
1975,New Mexico,Electric Power carbon dioxide emissions,Coal,12.605846
1975,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.819043
1975,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.572594
1975,New Mexico,Electric Power carbon dioxide emissions,All Fuels,16.997482
1975,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.911999
1975,New Mexico,Industrial carbon dioxide emissions,Natural Gas,5.200144
1975,New Mexico,Industrial carbon dioxide emissions,All Fuels,8.112143
1975,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,39.192944
1975,New Mexico,Total carbon dioxide emissions from all sectors,Coal,12.605846
1975,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.272615
1975,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,13.314484
1976,New Mexico,Residential carbon dioxide emissions,All Fuels,2.360278
1976,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.905751
1976,New Mexico,Commercial carbon dioxide emissions,All Fuels,2.096178
1976,New Mexico,Transportation carbon dioxide emissions,Petroleum,9.51588
1976,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.577398
1976,New Mexico,Transportation carbon dioxide emissions,All Fuels,11.093278
1976,New Mexico,Electric Power carbon dioxide emissions,Coal,13.062104
1976,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.477937
1976,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.800686
1976,New Mexico,Electric Power carbon dioxide emissions,All Fuels,17.340727
1976,New Mexico,Industrial carbon dioxide emissions,Coal,0.015142
1976,New Mexico,Industrial carbon dioxide emissions,Petroleum,3.054867
1976,New Mexico,Industrial carbon dioxide emissions,Natural Gas,6.011746
1976,New Mexico,Industrial carbon dioxide emissions,All Fuels,9.081755
1976,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,41.972216
1976,New Mexico,Total carbon dioxide emissions from all sectors,Coal,13.077246
1976,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.537177
1976,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,15.357793
1976,New Mexico,Residential carbon dioxide emissions,Petroleum,0.298065
1976,New Mexico,Residential carbon dioxide emissions,Natural Gas,2.062213
1976,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.190427
1977,New Mexico,Residential carbon dioxide emissions,Petroleum,0.333207
1977,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.447764
1977,New Mexico,Residential carbon dioxide emissions,All Fuels,1.780971
1977,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.243406
1977,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.444954
1977,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.68836
1977,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.03625
1977,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.256733
1977,New Mexico,Transportation carbon dioxide emissions,All Fuels,11.292983
1977,New Mexico,Electric Power carbon dioxide emissions,Coal,14.604938
1977,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.470932
1977,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.826347
1977,New Mexico,Electric Power carbon dioxide emissions,All Fuels,18.902217
1977,New Mexico,Industrial carbon dioxide emissions,Coal,0.034826
1977,New Mexico,Industrial carbon dioxide emissions,Petroleum,3.3398
1977,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.687697
1977,New Mexico,Industrial carbon dioxide emissions,All Fuels,8.062323
1977,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,41.726855
1977,New Mexico,Total carbon dioxide emissions from all sectors,Coal,14.639764
1977,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.423596
1977,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,12.663496
1978,New Mexico,Residential carbon dioxide emissions,Petroleum,0.277282
1978,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.45524
1978,New Mexico,Residential carbon dioxide emissions,All Fuels,1.732522
1978,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.222927
1978,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.445325
1978,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.668252
1978,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.696748
1978,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.291726
1978,New Mexico,Transportation carbon dioxide emissions,All Fuels,11.988474
1978,New Mexico,Electric Power carbon dioxide emissions,Coal,13.698698
1978,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.211229
1978,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.495927
1978,New Mexico,Electric Power carbon dioxide emissions,All Fuels,17.405853
1978,New Mexico,Industrial carbon dioxide emissions,Coal,0.162113
1978,New Mexico,Industrial carbon dioxide emissions,Petroleum,3.077233
1978,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.077475
1978,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.31682
1978,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,40.111921
1978,New Mexico,Total carbon dioxide emissions from all sectors,Coal,13.86081
1978,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.485418
1978,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.765693
1979,New Mexico,Residential carbon dioxide emissions,Coal,0.00144
1979,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.660846
1979,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.574482
1979,New Mexico,Residential carbon dioxide emissions,All Fuels,1.884508
1979,New Mexico,Commercial carbon dioxide emissions,Coal,0.005762
1979,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.193515
1979,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.489597
1979,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.688874
1979,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.189552
1979,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.645794
1979,New Mexico,Transportation carbon dioxide emissions,All Fuels,11.835346
1979,New Mexico,Electric Power carbon dioxide emissions,Coal,14.348797
1979,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.383827
1979,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.311841
1979,New Mexico,Electric Power carbon dioxide emissions,All Fuels,18.044466
1979,New Mexico,Industrial carbon dioxide emissions,Coal,0.189747
1979,New Mexico,Industrial carbon dioxide emissions,Petroleum,3.291643
1979,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.639132
1979,New Mexico,Industrial carbon dioxide emissions,All Fuels,7.120522
1979,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,40.573716
1979,New Mexico,Total carbon dioxide emissions from all sectors,Coal,14.545746
1979,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.367123
1979,New Mexico,Residential carbon dioxide emissions,Petroleum,0.308586
1980,New Mexico,Residential carbon dioxide emissions,Coal,0.017573
1980,New Mexico,Residential carbon dioxide emissions,Petroleum,0.337358
1980,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.587631
1980,New Mexico,Residential carbon dioxide emissions,All Fuels,1.942563
1980,New Mexico,Commercial carbon dioxide emissions,Coal,0.066069
1980,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.436697
1980,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.361289
1980,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.864054
1980,New Mexico,Transportation carbon dioxide emissions,Petroleum,9.734671
1980,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.130715
1980,New Mexico,Transportation carbon dioxide emissions,All Fuels,11.865386
1980,New Mexico,Electric Power carbon dioxide emissions,Coal,19.196249
1980,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.175938
1980,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,3.070494
1980,New Mexico,Electric Power carbon dioxide emissions,All Fuels,22.442681
1980,New Mexico,Industrial carbon dioxide emissions,Coal,0.016561
1980,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.846173
1980,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.933929
1980,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.796664
1980,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,44.911348
1980,New Mexico,Total carbon dioxide emissions from all sectors,Coal,19.296452
1980,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,13.530838
1980,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,12.084057
1981,New Mexico,Residential carbon dioxide emissions,Coal,0.001729
1981,New Mexico,Residential carbon dioxide emissions,Petroleum,0.231629
1981,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.377619
1981,New Mexico,Residential carbon dioxide emissions,All Fuels,1.610976
1981,New Mexico,Commercial carbon dioxide emissions,Coal,0.007874
1981,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.601087
1981,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.142528
1981,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.751489
1981,New Mexico,Transportation carbon dioxide emissions,Petroleum,10.893467
1981,New Mexico,Transportation carbon dioxide emissions,Natural Gas,2.19646
1981,New Mexico,Transportation carbon dioxide emissions,All Fuels,13.089926
1981,New Mexico,Electric Power carbon dioxide emissions,Coal,18.462449
1981,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.0787
1981,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.976649
1981,New Mexico,Electric Power carbon dioxide emissions,All Fuels,21.517798
1981,New Mexico,Industrial carbon dioxide emissions,Coal,0.257688
1981,New Mexico,Industrial carbon dioxide emissions,Petroleum,2.789772
1981,New Mexico,Industrial carbon dioxide emissions,Natural Gas,3.058106
1981,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.105566
1981,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,44.075755
1981,New Mexico,Total carbon dioxide emissions from all sectors,Coal,18.72974
1981,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,14.594654
1981,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,10.751361
1982,New Mexico,Commercial carbon dioxide emissions,Petroleum,0.408941
1982,New Mexico,Commercial carbon dioxide emissions,Natural Gas,1.210871
1982,New Mexico,Commercial carbon dioxide emissions,All Fuels,1.639018
1982,New Mexico,Transportation carbon dioxide emissions,Petroleum,9.887809
1982,New Mexico,Transportation carbon dioxide emissions,Natural Gas,1.944827
1982,New Mexico,Transportation carbon dioxide emissions,All Fuels,11.832636
1982,New Mexico,Electric Power carbon dioxide emissions,Coal,21.167187
1982,New Mexico,Electric Power carbon dioxide emissions,Petroleum,0.147559
1982,New Mexico,Electric Power carbon dioxide emissions,Natural Gas,2.421158
1982,New Mexico,Electric Power carbon dioxide emissions,All Fuels,23.735905
1982,New Mexico,Industrial carbon dioxide emissions,Coal,0.261208
1982,New Mexico,Industrial carbon dioxide emissions,Petroleum,1.825785
1982,New Mexico,Industrial carbon dioxide emissions,Natural Gas,4.073673
1982,New Mexico,Industrial carbon dioxide emissions,All Fuels,6.160667
1982,New Mexico,Total carbon dioxide emissions from all sectors,All Fuels,45.177792
1982,New Mexico,Total carbon dioxide emissions from all sectors,Coal,21.451538
1982,New Mexico,Total carbon dioxide emissions from all sectors,Petroleum,12.601981
1982,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,11.124273
1982,New Mexico,Residential carbon dioxide emissions,Coal,0.003937
1982,New Mexico,Residential carbon dioxide emissions,Petroleum,0.331886
1982,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.473744
1982,New Mexico,Residential carbon dioxide emissions,All Fuels,1.809567
1982,New Mexico,Commercial carbon dioxide emissions,Coal,0.019206
1983,New Mexico,Residential carbon dioxide emissions,Coal,0.003361
1983,New Mexico,Total carbon dioxide emissions from all sectors,Natural Gas,9.620302
1983,New Mexico,Residential carbon dioxide emissions,Natural Gas,1.468442
